article_id,event,ticker,overall_sentiment_score,sentiment_label,similarity_score,cluster_id,title,description,snippet,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63
11,How will AI chip demand affect semiconductor stocks?,AAPL,0.09957285225391388,Neutral,0.08262553596514374,4,Apple Just Released a New AI Model. Should You Buy AAPL Stock Here? - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE4wd1d1OTE3WUlWOFY5OUFfLU9hNGhETjh6TERvbUN3eHVSNFVGaXlrc0o1ZFMxbk1lYUZheHlSSm9CSllKQjJCa2x2OC1yVEFmakNIZnhKWjV5UzI3c3FoaHVJMEhGeVJrbE9ROWpOd0E0QzRYc0t0QUhZWWN3SGM?oc=5"" target=""_blank"">Apple Just Released a New AI Model. Should You Buy AAPL Stock Here?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Apple Just Released a New AI Model.,0.0,0.04347616005623574,0.04347616005623574,0.3093091678908641,0.2737188112743538,0.0,0.0,0.4110795540243077,0.04347616005623574,0.0,0.0,0.0,0.0,0.0,0.22294362177179405,0.0,0.0,0.04347616005623574,0.04347616005623574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492691069847938,0.08695232011247148,0.0,0.04347616005623574,0.04347616005623574,0.04347616005623574,0.0,0.0,0.0,0.5305899615753261,0.0,0.0,0.0,0.08695232011247148,0.47770576376333773,0.04347616005623574,0.0,0.04347616005623574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347616005623574,0.0,0.0,0.13645888122677688,0.0,0.0,0.0,0.04347616005623574,0.0,0.0,0.0,0.0,0.1492691069847938
12,How will AI chip demand affect semiconductor stocks?,AAPL,0.011510953307151794,Neutral,0.08164979973146527,4,Apple Stock Is Steady as a Rock Amid AI Selloff: How to Play AAPL Stock - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTFBWTDJaTjVFUzZtM3NsXy1aRDZia2ZGYVZ4VUJ4dGlaTTJ5a2o3eExydlVGTm1vNU9UVVZjTmVYRTVOcjFHaUFwUlZRa0RMTmR3TUhmSnhEWWRXeHdxUWxiNEZvWVNTcFY3VlRHbWZvWmdtYmFpSXR0RE9vbDQxMG8?oc=5"" target=""_blank"">Apple Stock Is Steady as a Rock Amid AI Selloff: How to Play AAPL Stock</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Apple Stock Is Steady as a Rock Amid AI Selloff: How to Play AAPL Stock - Yahoo Finance.,0.0,0.042502225199234925,0.042502225199234925,0.45357022881784753,0.2675870762965615,0.0,0.5187039059143728,0.40187072081211145,0.042502225199234925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042502225199234925,0.042502225199234925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21888786379075967,0.08500445039846985,0.0,0.042502225199234925,0.042502225199234925,0.042502225199234925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08500445039846985,0.0,0.042502225199234925,0.0,0.042502225199234925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042502225199234925,0.0,0.0,0.4002059583574651,0.0,0.0,0.0,0.042502225199234925,0.0,0.0,0.0,0.0,0.21888786379075967
13,How will AI chip demand affect semiconductor stocks?,MSFT,0.07182670384645462,Neutral,0.19186811158596986,4,Is Microsoft Corporation (MSFT) One of the Most Profitable Blue Chip Stocks to Invest In Now? - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxOWE1WZE5KOEZ2YTBxOFpwcG94ZXpNc211c3hhNFk4UWVWb2trZmhYaUlGNDVYN3ZHU0VMLUZTdENYZU9SR0ptM1hlcXdkaDNYVEFJWmt6VkMtX0hxTmFEeTI0eEtnTFJZOWtSZVp4dXl4YkNNdWxlWUpXajV6bGpFWk94N21IOEdL?oc=5"" target=""_blank"">Is Microsoft Corporation (MSFT) One of the Most Profitable Blue Chip Stocks to Invest In Now?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Is Microsoft Corporation (MSFT) One of the Most Profitable Blue Chip Stocks to Invest In Now?,0.0,0.041958971341699465,0.041958971341699465,0.0,0.0,0.0,0.0,0.0,0.041958971341699465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46103525301185483,0.041958971341699465,0.041958971341699465,0.4926699376938372,0.0,0.0,0.0,0.0,0.0,0.0,0.1440600589857685,0.08391794268339893,0.0,0.041958971341699465,0.041958971341699465,0.041958971341699465,0.0,0.0,0.0,0.0,0.38097894970251345,0.0,0.4926699376938372,0.08391794268339893,0.0,0.041958971341699465,0.0,0.041958971341699465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041958971341699465,0.0,0.0,0.0,0.2830838985854345,0.0,0.0,0.041958971341699465,0.0,0.0,0.0,0.0,0.1440600589857685
14,How will AI chip demand affect semiconductor stocks?,MSFT,0.02757648378610611,Neutral,0.079651823982965,4,Is Microsoft (MSFT) The Best AI Stock to Buy on the Dip? - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxQdE11cFEzR0RzemxwYVNXTzV1UEg0cGM0Q21VWVdMaUdNRFVycTBUZE1EQXNGWkhhOWpYRkRqRGtINFpQMUduLUkwUV81WFZVeThkQTF0NE9OT3cwMjY5ZHdMczlVYUdzX2Z2N2lrXzFVV0pLYzVtMnVrWEM3ME41T3BKamIxNVBMUTAwaEV1cFFTZHA2SEpUNQ?oc=5"" target=""_blank"">Is Microsoft (MSFT) The Best AI Stock to Buy on the Dip?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Is Microsoft (MSFT) The Best AI Stock to Buy on the Dip?,0.0,0.04529734130099924,0.04529734130099924,0.0,0.2851846712948115,0.0,0.0,0.0,0.04529734130099924,0.0,0.0,0.4586227734708899,0.0,0.0,0.34842382514515746,0.0,0.0,0.04529734130099924,0.04529734130099924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15552186936564052,0.09059468260199847,0.0,0.04529734130099924,0.04529734130099924,0.04529734130099924,0.0,0.0,0.0,0.0,0.41129067184781937,0.0,0.5318680988320883,0.09059468260199847,0.0,0.04529734130099924,0.0,0.04529734130099924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04529734130099924,0.0,0.0,0.21326255038921946,0.0,0.0,0.0,0.04529734130099924,0.0,0.0,0.0,0.0,0.15552186936564052
15,How will AI chip demand affect semiconductor stocks?,MSFT,-0.06837090104818344,Neutral,0.07717309304184061,4,"Meta Stock, Microsoft Victims of the AI Hunger Games After Earnings - Barron's","<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxPT1NlMWJBU3hmZ2hyNy1wX1JBSnVmZ2kycUxfVEVnTXpsZDM0QmVBS01YQkt5ZHhsaUhvNXdlMXJjX2xsQUVVSHpRc0MteGJDeTdyb09wS29DX054OGtGZENmYlJXNDUtQXVMNDV4MWh5NF80MUxVUjNLUGxfT1ZickhLUWJOc05qbWZPLWtOMA?oc=5"" target=""_blank"">Meta Stock, Microsoft Victims of the AI Hunger Games After Earnings</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>","Meta Stock, Microsoft Victims of the AI Hunger Games After Earnings - Barron's.",0.0,0.05494209724411382,0.05494209724411382,0.0,0.3459064813250867,0.0,0.0,0.0,0.05494209724411382,0.0,0.5706149630802435,0.0,0.0,0.0,0.0,0.0,0.0,0.05494209724411382,0.05494209724411382,0.0,0.0,0.4226105800798747,0.0,0.0,0.0,0.0,0.0,0.10988419448822764,0.0,0.05494209724411382,0.05494209724411382,0.05494209724411382,0.0,0.0,0.0,0.0,0.4988630996707376,0.0,0.0,0.10988419448822764,0.0,0.05494209724411382,0.0,0.05494209724411382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494209724411382,0.0,0.0,0.2586706293456068,0.0,0.0,0.0,0.05494209724411382,0.0,0.0,0.0,0.0,0.0
16,How will AI chip demand affect semiconductor stocks?,MSFT,-0.01749708130955696,Neutral,0.07634227042666636,4,"Microsoft Is an ‘AI Juggernaut.’ You Should Buy MSFT Stock Here, According to Benchmark Analysts - Yahoo Finance","<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxPME0wRHdEQkdJeVdlb3ZFVmlXNDhWS1JLaVUxZGNod0VqbVlHVVprLTZGSE5MdTcydXJTWmVUbHNYZ19lNUxyYm5PeVVWWWQ5T3ktN1ZkT3Y3b19GbHJJZ3NId3lwR3U2SEtfWmY2ZmxIR2lrS3ZLMzNuV0JIUUo4YUNMcG1pOFpqeFVfZE03aHQ3QUM0UlRwNEQwS09lQQ?oc=5"" target=""_blank"">Microsoft Is an ‘AI Juggernaut.’ You Should Buy MSFT Stock Here, According to Benchmark Analysts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>","Microsoft Is an ‘AI Juggernaut.’ You Should Buy MSFT Stock Here, According to Benchmark Analysts - Yahoo Finance.",0.0,0.04912802785682021,0.04912802785682021,0.0,0.30930204893505636,0.0,0.0,0.0,0.04912802785682021,0.0,0.0,0.0,0.0,0.0,0.3778891850178754,0.0,0.0,0.04912802785682021,0.04912802785682021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530109663534953,0.09825605571364042,0.0,0.04912802785682021,0.04912802785682021,0.04912802785682021,0.0,0.0,0.0,0.0,0.4460725288383369,0.0,0.5768468970826867,0.09825605571364042,0.0,0.04912802785682021,0.0,0.04912802785682021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04912802785682021,0.0,0.0,0.23129764828177624,0.0,0.0,0.0,0.04912802785682021,0.0,0.0,0.0,0.0,0.2530109663534953
17,How will AI chip demand affect semiconductor stocks?,JPM,-0.020066486671566963,Neutral,0.2283595987050986,4,"JPMorgan Stock, This AI Chip Leader Kick Off Earnings Season - Investor's Business Daily","<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxQSm5OcF9YX0c3S1ZSOVRnSEdzWWIwanJSMDlGcXNXYzJYdHFldUpwSUotMXVac1RicHhuUWE1UHNaX1lVQlZ2eC1ZckpXQmdXcEtqc1ZpekFrZjgzVElXZWZSeDNLRTJZSlB5YmgtakcwZjl2WEdoXzFqVnhLaUVXalV3OEVmdHE1RG9PRmJRNVlSQWdRMHEwMWNadXFpWXlqLWQ5ODhsalVmdW9jZWcxY2E0dEY?oc=5"" target=""_blank"">JPMorgan Stock, This AI Chip Leader Kick Off Earnings Season</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investor's Business Daily</font>","JPMorgan Stock, This AI Chip Leader Kick Off Earnings Season - Investor's Business Daily.",0.0,0.03531378357260315,0.03531378357260315,0.0,0.222329820494493,0.0,0.0,0.0,0.03531378357260315,0.0,0.0,0.0,0.0,0.4309750227396046,0.0,0.0,0.3880195015176831,0.03531378357260315,0.03531378357260315,0.0,0.4309750227396046,0.27163103174099956,0.0,0.0,0.0,0.0,0.0,0.0706275671452063,0.0,0.03531378357260315,0.03531378357260315,0.03531378357260315,0.0,0.4309750227396046,0.34121114294987437,0.0,0.0,0.0,0.0,0.0706275671452063,0.0,0.03531378357260315,0.0,0.03531378357260315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03531378357260315,0.0,0.0,0.1662593726758117,0.0,0.0,0.0,0.03531378357260315,0.0,0.0,0.0,0.0,0.0
18,How will AI chip demand affect semiconductor stocks?,JPM,-0.00842156633734703,Neutral,0.08833997529340915,1,How to Play JPM Stock as Tech Spend Ramps in 2026 Amid AI Uncertainty? - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTFBDTktZM1hYZ3FVYmpRVE9Db19KTnhJNkxoemg3amFkeXdtMnlhMDFhMHRVTk5yeE1paVg1SVVaUHNidlVmRk92ekJ4Y3dPRzdpRmZsTkctOXRMNjZsYkduZGw3dndOTmhVbERNWEUxMERvSmZ3MlpVd2RFQQ?oc=5"" target=""_blank"">How to Play JPM Stock as Tech Spend Ramps in 2026 Amid AI Uncertainty?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",How to Play JPM Stock as Tech Spend Ramps in 2026 Amid AI Uncertainty?,0.4743798153202987,0.044452207088776736,0.044452207088776736,0.0,0.2798638441647796,0.0,0.5425017945619968,0.0,0.044452207088776736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044452207088776736,0.044452207088776736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15262022329161803,0.08890441417755347,0.0,0.044452207088776736,0.044452207088776736,0.044452207088776736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08890441417755347,0.0,0.044452207088776736,0.0,0.044452207088776736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044452207088776736,0.0,0.0,0.20928360874842658,0.0,0.0,0.0,0.044452207088776736,0.5219447807343258,0.0,0.0,0.0,0.15262022329161803
19,How will AI chip demand affect semiconductor stocks?,JPM,-0.004402711987495422,Neutral,0.08727768727109016,1,JPMorgan stock maintains Buy rating at UBS on AI advantages - Investing.com,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxNczhqdEp6RG9VaHNmRFQyczlIOENVYWRWQmVaWElxTFdwUlIzNG9vMWpjUVBXTHdxbnZfVTgzcEF2aWhSR1IwalVveFRnbGVjOTBueFc3Wi1iOERLZUEwMXNGWUJ4bnV4QjlEMHhtd2szVlVPTG8wVnUzRENfSTA0bFZ1U09Ta3FPOGpmbmJOcmpXc21MalVCa1RialB2bjZrem9tTEVzWGsySWhPcGxxOC14ZjRXWC1yM2R3?oc=5"" target=""_blank"">JPMorgan stock maintains Buy rating at UBS on AI advantages</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>",JPMorgan stock maintains Buy rating at UBS on AI advantages - Investing.com.,0.0,0.044371008909680494,0.044371008909680494,0.0,0.27935263367537305,0.0,0.0,0.0,0.044371008909680494,0.0,0.0,0.0,0.0,0.0,0.34129854436996954,0.0,0.0,0.044371008909680494,0.17748403563872198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08874201781936099,0.0,0.044371008909680494,0.044371008909680494,0.044371008909680494,0.5209913755254512,0.0,0.42872445635241535,0.0,0.0,0.0,0.0,0.08874201781936099,0.0,0.044371008909680494,0.0,0.044371008909680494,0.0,0.0,0.0,0.0,0.0,0.0,0.48753815131630107,0.044371008909680494,0.0,0.0,0.20890132293950994,0.0,0.0,0.0,0.044371008909680494,0.0,0.0,0.0,0.0,0.0
20,How will AI chip demand affect semiconductor stocks?,JPM,0.7542942762374878,Very Bullish,0.05307925009140718,1,TSMC (TSM) Gets Price Target Hike as JPMorgan Sees Strong AI-Led Growth - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE9mQ042TVhUREtDZnlLWVRiNnViaHpJYjVjbE00YXU0N0Z5dkVvblRkMWgxdklEcEM4MFN4bXgwVVFHTHRuOTkwcWZJN2xmeVFOcmdPanRYMWpPWm5LaHpsRlU0NU9vdVhrbVBGVG5YcGx1d0JzX2ZtSzZwS3E?oc=5"" target=""_blank"">TSMC (TSM) Gets Price Target Hike as JPMorgan Sees Strong AI-Led Growth</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",TSMC (TSM) Gets Price Target Hike as JPMorgan Sees Strong AI-Led Growth - Yahoo Finance.,0.0,0.041336566392174805,0.041336566392174805,0.0,0.2602482786058897,0.0,0.0,0.0,0.041336566392174805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041336566392174805,0.041336566392174805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21288468242813144,0.08267313278434961,0.0,0.041336566392174805,0.041336566392174805,0.041336566392174805,0.0,0.0,0.3994048679405671,0.0,0.0,0.0,0.0,0.08267313278434961,0.0,0.041336566392174805,0.0,0.041336566392174805,0.0,0.0,0.46880265345687255,0.0,0.0,0.0,0.0,0.041336566392174805,0.0,0.0,0.0,0.0,0.485361841286862,0.0,0.16534626556869922,0.0,0.0,0.0,0.40859497527393246,0.21288468242813144
21,How will AI chip demand affect semiconductor stocks?,GS,0.051308877766132355,Neutral,0.1477140216660176,0,Could Value Stocks Benefit from the AI Rout? - Goldman Sachs,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOY2kyV3ZPTkpiRnFDUmE2S3FTV2JnYlhjc2x3aGthSVJfWFNuTE0tNnZPX1V0UTVyT2J1LTRpQUg5dzNhNy0yTm1tTE90T2JjZnA0cmQ3bl9lOEdtM2tNMXpRWGRUN1ZEb1gzVEtHTzJ5X1BvNmktOFYwZVRfOVJlcjV6SmtLWjg2b1dmc2NndnlYaHJL?oc=5"" target=""_blank"">Could Value Stocks Benefit from the AI Rout?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Goldman Sachs</font>",- Goldman Sachs.,0.0,0.06700519321883153,0.06700519321883153,0.0,0.28123584378724187,0.0,0.0,0.0,0.06700519321883153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06700519321883153,0.06700519321883153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13401038643766305,0.608393564495103,0.06700519321883153,0.06700519321883153,0.06700519321883153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13401038643766305,0.0,0.06700519321883153,0.0,0.06700519321883153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06700519321883153,0.608393564495103,0.0,0.0,0.301375219892587,0.0,0.0,0.06700519321883153,0.0,0.0,0.0,0.0,0.0
22,How will AI chip demand affect semiconductor stocks?,GS,0.06763377785682678,Neutral,0.13977723498222935,0,Emerging Markets Stocks Can Balance Volatility from the AI Trade - Goldman Sachs,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxOeERuTWJOdnZjNjgxcGdGN0J5Z0lrQ1NFUE1laFRsWFBnYWh5c2wtZEFVaXdIdGZ3bC1xZlhtYlVfT25Zb2hWLWRWRDAyNm9rN0xJZnhQTXlrY2M5cVBqRVBHZlpNSlZnd3JGd182YURpbnBicUkzWXk2NzZOazRPZXRnSk81M1VqV0I5ZGMxTnlXZk9GNWZnNEZ4U0hCSDVvOHdBYmh2S2E5ZXFocDRJOA?oc=5"" target=""_blank"">Emerging Markets Stocks Can Balance Volatility from the AI Trade</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Goldman Sachs</font>",Emerging Markets Stocks Can Balance Volatility from the AI Trade - Goldman Sachs.,0.0,0.060853471799848624,0.060853471799848624,0.0,0.38312353118184184,0.0,0.0,0.0,0.060853471799848624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060853471799848624,0.060853471799848624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12170694359969725,0.5525371816972392,0.060853471799848624,0.060853471799848624,0.060853471799848624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12170694359969725,0.0,0.060853471799848624,0.0,0.060853471799848624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060853471799848624,0.5525371816972392,0.0,0.0,0.4105591125976878,0.0,0.0,0.060853471799848624,0.0,0.0,0.0,0.0,0.0
23,How will AI chip demand affect semiconductor stocks?,GS,-0.11480732262134552,Neutral,0.13957051089870787,0,Goldman Sachs stuns with Taiwan Semiconductor stock price target - thestreet.com,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxORVVldlBNNnFoMmtkeHVoUDhHTnA0NE1DMEtya2FaN01JamwzRUw5OWp4V0I3MXpuUEtJdUlSVU5fWFdxM0hjOEFEbXcydFBJSU5RZmhFY3NzLUhtM2NsUEE5eE1hbktXYzJOaHhaZEp5ZHFPeXVlaXFieDJwUmJETzlOcVBzemY3ckhpR0ZsS1d3am9fUndQdzZIRHRGTFJBdndhbmduMmNFUnM?oc=5"" target=""_blank"">Goldman Sachs stuns with Taiwan Semiconductor stock price target</a>&nbsp;&nbsp;<font color=""#6f6f6f"">thestreet.com</font>",Goldman Sachs stuns with Taiwan Semiconductor stock price target - thestreet.com.,0.0,0.03827296837944229,0.03827296837944229,0.0,0.0,0.0,0.0,0.0,0.03827296837944229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03827296837944229,0.15309187351776915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07654593675888458,0.34751079039696137,0.03827296837944229,0.03827296837944229,0.03827296837944229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07654593675888458,0.0,0.03827296837944229,0.0,0.03827296837944229,0.0,0.0,0.43405804346996063,0.0,0.0,0.0,0.0,0.03827296837944229,0.34751079039696137,0.35447164309834955,0.18019138901173787,0.0,0.0,0.36980357140109327,0.15309187351776915,0.0,0.4493899717727044,0.0,0.0,0.0
24,How will AI chip demand affect semiconductor stocks?,GS,0.008751437067985535,Neutral,0.0931788413516784,0,"Hedge funds bet against U.S. stocks and turn to Europe, Goldman Sachs says - Reuters","<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxNb2paTWVCNGlIZ3dXenFWZnQzdlpTdTRRb1NndVo2Z1JzMWtONThyMkRDX3JxU29HQ25aTXhhdzFLTFd3NHJLVk9ERW9YSC1HM2tEak9ERmdCZEo2X3ZMQUNVM1JGalk0ajlncXNzX2tWa1AyVFI2ODVHalJxd2lPNUNWSEF0dzRWbkc5QjhtNHhzelI4OV9rS05PMndYZUVoaUF3Q3dQSUxaSHYxTER2NlFmRlUzNloyVFRnb0pWUS02dVRpd3pJWEVOSXJYb1dEVExKZ2tPaw?oc=5"" target=""_blank"">Hedge funds bet against U.S. stocks and turn to Europe, Goldman Sachs says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>","stocks and turn to Europe, Goldman Sachs says - Reuters.",0.0,0.06588033114542745,0.06588033114542745,0.0,0.0,0.0,0.0,0.0,0.06588033114542745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06588033114542745,0.06588033114542745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317606622908549,0.5981800450120889,0.06588033114542745,0.06588033114542745,0.06588033114542745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317606622908549,0.0,0.06588033114542745,0.0,0.06588033114542745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06588033114542745,0.5981800450120889,0.0,0.0,0.4444737414764196,0.0,0.0,0.06588033114542745,0.0,0.0,0.0,0.0,0.0
25,How will AI chip demand affect semiconductor stocks?,XOM,0.019470559433102608,Neutral,0.10141238568189556,3,Powering the AI revolution with reliable energy - Exxon Mobil Corporation | ExxonMobil,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxONTVVR2wwYU4zc0JpRjFDU1VaZG1ReFhKa2M5NWhuRW03M05rbUxFekJpTElTcmpZQ1hHVkx1amtmQ2k4dTdIMU9TbTNUR2g3ZWJvaTdRZ3BWRllWNkpIS0lTVklIRENCajBmTWZaVWdZODM5YlpXZ1ZLcnN6NXM1Q243ekZoREJDaFpITy1rd3F6VXJOd2x1TjR4X295cHNNdUE?oc=5"" target=""_blank"">Powering the AI revolution with reliable energy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Exxon Mobil Corporation | ExxonMobil</font>",Powering the AI revolution with reliable energy - Exxon Mobil Corporation | ExxonMobil.,0.0,0.03970564234081541,0.03970564234081541,0.0,0.2499802468376881,0.0,0.0,0.0,0.03970564234081541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03970564234081541,0.03970564234081541,0.46621200931831525,0.0,0.0,0.38364644719574187,0.0,0.39247396110655824,0.46621200931831525,0.0,0.07941128468163082,0.0,0.03970564234081541,0.03970564234081541,0.03970564234081541,0.0,0.0,0.0,0.0,0.0,0.4123729303181822,0.0,0.07941128468163082,0.0,0.03970564234081541,0.0,0.03970564234081541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03970564234081541,0.0,0.0,0.0,0.0,0.0,0.0,0.03970564234081541,0.0,0.0,0.0,0.0,0.0
26,How will AI chip demand affect semiconductor stocks?,XOM,-0.00857582688331604,Neutral,0.09953590993283745,3,"Stocks making the biggest moves premarket: Delta Air Lines, Levi Strauss, Exxon Mobil & more - CNBC","<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQWXI3cHR4ZVRiaGJQZmRjYjQwbml5Y1RHUGQ4TFRFT0ozbzcwNWxoanZsREVVSlA4cHNPeHJNZ1pvUzFSbWtMd3NxUjN5aVg0ckxVMHlOcV9jemhoRFBPS2YwTy13WTBYZENUUHN5RThxbHg0T0dOVl9uQ3RMaW5FV1Q5RDhxeUxFdnItbmFqOWFtUnFXQnp4UWZjdE4?oc=5"" target=""_blank"">Stocks making the biggest moves premarket: Delta Air Lines, Levi Strauss, Exxon Mobil & more</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>","Stocks making the biggest moves premarket: Delta Air Lines, Levi Strauss, Exxon Mobil & more - CNBC.",0.0,0.0607359622765786,0.0607359622765786,0.0,0.0,0.0,0.0,0.0,0.0607359622765786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607359622765786,0.0607359622765786,0.0,0.0,0.0,0.0,0.0,0.6003500331690583,0.0,0.0,0.1214719245531572,0.0,0.0607359622765786,0.0607359622765786,0.0607359622765786,0.0,0.0,0.0,0.0,0.0,0.6307886049218097,0.0,0.1214719245531572,0.0,0.0607359622765786,0.0,0.0607359622765786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607359622765786,0.0,0.0,0.0,0.40976631303886896,0.0,0.0,0.0607359622765786,0.0,0.0,0.0,0.0,0.0
